drug_name,drug_smile,excp_name,excp_smile,drug_delta_d,drug_delta_p,drug_delta_h,excp_delta_d,excp_delta_p,excp_delta_h,HSP_distance,class
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,memantine_hydrochloride,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,18.56061142,8.679312575,11.7448824,16.64548038,5.760877725,7.358415891,42.42925812,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,naproxen_sodium,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+],18.56061142,8.679312575,11.7448824,17.86567825,11.09989507,7.823769206,23.16607678,1
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,18.56061142,8.679312575,11.7448824,17.58173425,18.39771173,23.01200716,225.2281846,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,D-sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,18.56061142,8.679312575,11.7448824,17.58173425,18.39771173,23.01200716,225.2281846,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,tannic_acid,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,18.56061142,8.679312575,11.7448824,18.60804731,8.764331316,12.57266315,0.701449802,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,rhodamine_B,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],18.56061142,8.679312575,11.7448824,18.68739446,7.892066589,11.23325753,0.945812008,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,18.56061142,8.679312575,11.7448824,18.5047025,8.057324328,11.7200003,0.399991727,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,18.56061142,8.679312575,11.7448824,18.57408235,9.089248891,11.35851366,0.318054454,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,certirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,18.56061142,8.679312575,11.7448824,18.43809521,8.751515363,10.88576544,0.803336085,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,budesonide,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,18.56061142,8.679312575,11.7448824,18.72161024,5.760696253,12.2545462,8.8817609,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,etidronic_acid,CC(O)(P(=O)(O)O)P(=O)(O)O.O,18.56061142,8.679312575,11.7448824,17.89040908,14.35745461,17.57902604,68.07521361,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,emtricitabine,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,18.56061142,8.679312575,11.7448824,18.23505167,14.45293407,15.35307489,46.77771485,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,metoprolol(+)-tartrate,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,18.56061142,8.679312575,11.7448824,18.29472952,7.36625122,12.4358384,2.484323066,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,18.56061142,8.679312575,11.7448824,18.48868412,14.34978036,10.70921639,33.24750316,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,propranolol_hydrochloride,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,18.56061142,8.679312575,11.7448824,17.92083239,7.287579326,11.6790109,3.578529332,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,captan,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,18.56061142,8.679312575,11.7448824,18.84909151,10.77939218,6.840655097,28.79466285,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,neotame,CC(C)(C)CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,18.56061142,8.679312575,11.7448824,17.8558261,7.249571049,10.58524185,5.37581645,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,alendronate_sodium,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.[Na+],18.56061142,8.679312575,11.7448824,17.70444747,17.15034673,16.72238197,99.46598833,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,18.56061142,8.679312575,11.7448824,18.0378504,13.89256853,10.41489012,30.04003353,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,desipramine_hydrochloride,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,18.56061142,8.679312575,11.7448824,18.919425,7.477628059,8.19858683,14.5352467,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,18.56061142,8.679312575,11.7448824,17.82235714,9.369777777,11.78915499,2.658779782,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,18.56061142,8.679312575,11.7448824,18.31601904,9.123545684,11.02984403,0.947924667,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,labetalol_hydrochloride,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,18.56061142,8.679312575,11.7448824,18.50526306,11.50463741,11.08936588,8.424416102,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,prednisone,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,18.56061142,8.679312575,11.7448824,18.76733479,5.894975109,11.85283519,7.935127135,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,18.56061142,8.679312575,11.7448824,18.42561536,10.00976384,8.154888406,14.73105322,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,18.56061142,8.679312575,11.7448824,18.52114949,11.26562529,12.63746643,7.491948688,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,methotrexate_hydrate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.O,18.56061142,8.679312575,11.7448824,18.53092491,14.94814056,15.95675634,57.0416115,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,tenofovir_alafenamide,C[C@H](CN1C=NC2=C1N=CN=C2N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3,18.56061142,8.679312575,11.7448824,18.28924375,7.930528598,10.34633359,2.811177875,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,18.56061142,8.679312575,11.7448824,19.44831522,12.06131878,10.9368781,15.24290905,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,18.54134768,8.780683819,8.058872104,17.4346444,15.34478192,13.78781519,80.80734128,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,succinic_acid,C(CC(=O)O)C(=O)O,18.54134768,8.780683819,8.058872104,17.5514903,7.946605963,15.15963616,55.03580664,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,octyl_gallate,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,18.54134768,8.780683819,8.058872104,17.57266765,10.07375441,10.34507071,10.65209962,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,DL-malic_acid,C(C(C(=O)O)O)C(=O)O,18.54134768,8.780683819,8.058872104,17.53504598,9.403026588,16.75629812,80.08310229,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,adipic_acid,C(CCC(=O)O)CC(=O)O,18.54134768,8.780683819,8.058872104,17.44565127,7.984547398,12.6149604,26.19397625,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,Triazabicyclodecene,C1CNC2=NCCCN2C1,18.54134768,8.780683819,8.058872104,18.33794889,8.899248771,9.988488166,3.902960074,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,DBU,C1CCC2=NCCCN2CC1,18.54134768,8.780683819,8.058872104,17.83435466,6.557546802,5.563241566,13.16986651,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,L-asparagine,C([C@@H](C(=O)O)N)C(=O)N,18.54134768,8.780683819,8.058872104,18.18056961,19.35613991,21.81000559,301.4545871,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,18.54134768,8.780683819,8.058872104,17.65395412,19.23707522,17.93310836,209.986532,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,"3,3'-thiodipropionic_acid",C(CSCCC(=O)O)C(=O)O,18.54134768,8.780683819,8.058872104,17.24694071,10.33521188,13.96288092,43.97583524,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,18.54134768,8.780683819,8.058872104,17.29545915,19.07694911,17.48052125,200.9895044,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,borneol,C[C@]12CC[C@H](C1(C)C)C[C@H]2O,18.54134768,8.780683819,8.058872104,16.76918117,5.855849954,10.92557587,29.33494028,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,cinnamaldehyde,C1=CC=C(C=C1)/C=C/C=O,18.54134768,8.780683819,8.058872104,19.17805714,9.240588986,6.822153965,3.362580238,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,aspartame,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,18.54134768,8.780683819,8.058872104,18.27396772,13.82660448,15.49386628,81.0264219,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,squalene,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,18.54134768,8.780683819,8.058872104,16.0601683,1.555463302,7.342429252,77.34210644,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,benzaldehyde,C1=CC=C(C=C1)C=O,18.54134768,8.780683819,8.058872104,19.33866272,7.933888592,5.663796399,8.996294845,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,sodium_deoxycholate,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C.[Na+],18.54134768,8.780683819,8.058872104,17.36179797,6.572261802,13.22197792,37.10013963,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,cholic_acid,C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](O)C[C@H]3[C@H]2[C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)CCC(O)=O,18.54134768,8.780683819,8.058872104,17.9143639,4.766671136,12.06720837,33.75149211,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,glycocholic_acid,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,18.54134768,8.780683819,8.058872104,18.08331659,5.07050739,12.45693591,33.94754431,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,sucrose_octaacetate,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,18.54134768,8.780683819,8.058872104,17.21068236,7.506583181,11.51565043,20.65532964,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,trans_anethole,C/C=C/C1=CC=C(C=C1)OC,18.54134768,8.780683819,8.058872104,16.87061444,3.871616028,6.389237294,38.05202522,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,18.54134768,8.780683819,8.058872104,17.93043628,10.04934806,11.90617426,17.90409377,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,terpinyl_butyrate,CCCC(=O)OC(C)(C)[C@@H]1CCC(=CC1)C,18.54134768,8.780683819,8.058872104,15.86904593,5.299340291,6.298779619,43.78246488,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,18.54134768,8.780683819,8.058872104,18.75260979,4.84200912,12.00534993,31.26637232,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,candesartan_cilexetil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,18.54134768,8.780683819,8.058872104,18.55694965,6.941073413,10.57701655,9.7261916,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,neohesperidin_DC,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,18.54134768,8.780683819,8.058872104,17.54721893,12.27368846,15.6283856,73.45178391,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,ursodiol,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,18.54134768,8.780683819,8.058872104,17.88213379,4.357631319,11.48982527,33.07308488,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,18.54134768,8.780683819,8.058872104,18.32334593,13.08746216,9.113537415,19.85075769,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,eucalyptol,CC1(C2CCC(O1)(CC2)C)C,18.54134768,8.780683819,8.058872104,16.51007803,2.335305343,4.154605885,73.29042404,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,beta_carotene,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,18.54134768,8.780683819,8.058872104,17.70583094,4.037987619,6.183207108,28.80363931,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,menthol,CC1CCC(C(C1)O)C(C)C,18.54134768,8.780683819,8.058872104,17.075068,3.098651667,8.72143948,41.32438933,1
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,alpha-terpineol,CC1=CCC(CC1)C(C)(C)O,18.54134768,8.780683819,8.058872104,16.24289246,5.505595677,9.827451344,34.9856605,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,fenchyl_alcohol,CC1(C2CCC(C2)(C1O)C)C,18.54134768,8.780683819,8.058872104,16.47441762,3.0316424,10.24582655,54.92304647,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,biotin,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,18.54134768,8.780683819,8.058872104,17.11675643,10.53965592,12.03278584,27.00381417,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,xylitol,C([C@H](C([C@H](CO)O)O)O)O,18.54134768,8.780683819,8.058872104,17.24777617,18.45773058,20.11130082,245.5995811,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,trans-cinnamic_acid,C1=CC=C(C=C1)/C=C/C(=O)O,18.54134768,8.780683819,8.058872104,19.76694015,8.831582297,11.54891619,18.19130597,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,thimerosal,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],18.54134768,8.780683819,8.058872104,17.50724647,10.08029638,7.554322914,6.221023956,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,tyramine,C1=CC(=CC=C1CCN)O,18.54134768,8.780683819,8.058872104,17.71689349,12.31692235,15.27636872,67.31613926,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,fumaric_acid,C(=C/C(=O)O)\C(=O)O,18.54134768,8.780683819,8.058872104,18.31305067,6.785640336,15.72073292,62.89278783,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,congo_red,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],18.54134768,8.780683819,8.058872104,19.21848251,10.84209423,13.35241327,34.10503729,1
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,vanillin,COC1=C(C=CC(=C1)C=O)O,18.54134768,8.780683819,8.058872104,16.30847674,11.0059001,14.15513227,62.05882603,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,18.54134768,8.780683819,8.058872104,17.86396885,9.401770869,11.69051826,15.40997128,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,allantoin,C1(C(=O)NC(=O)N1)NC(=O)N,18.54134768,8.780683819,8.058872104,19.14074722,16.08038085,24.91209957,338.7539721,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,vitamin_A_palmitate,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,18.54134768,8.780683819,8.058872104,17.44471085,5.375220407,6.865113835,17.83268924,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,acetylcholine_chloride,CC(=O)OCC[N+](C)(C)C.[Cl-],18.54134768,8.780683819,8.058872104,16.51409847,7.657829123,7.553692548,17.95496653,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,dibutyl_phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,18.54134768,8.780683819,8.058872104,17.84468084,9.55408269,4.109953303,18.13348428,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,trometamol,C(C(CO)(CO)N)O,18.54134768,8.780683819,8.058872104,17.17302412,13.38788004,22.45891023,236.0765926,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,benzoyl_peroxide,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,18.54134768,8.780683819,8.058872104,18.23868347,8.594894072,6.374837113,3.236914189,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,triethyl_citrate,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,18.54134768,8.780683819,8.058872104,15.60077164,8.809795459,11.12561857,43.99373124,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,triacetin,CC(=O)OCC(COC(=O)C)OC(=O)C,18.54134768,8.780683819,8.058872104,16.08888897,8.018880231,8.894266257,25.33644305,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,glycerol,C(C(CO)O)O,18.54134768,8.780683819,8.058872104,17.30957546,11.38302748,28.46080167,429.079974,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,propylene_glycol,CC(CO)O,18.54134768,8.780683819,8.058872104,16.5921309,9.266816167,21.28404374,190.3392736,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,18.54134768,8.780683819,8.058872104,18.34275798,12.08449961,11.00809628,19.77087354,1
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,L-proline,C1C[C@H](NC1)C(=O)O,18.54134768,8.780683819,8.058872104,18.46214255,9.123651976,14.07922253,36.38734017,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,L-lysine,C(CCN)C[C@@H](C(=O)O)N,18.54134768,8.780683819,8.058872104,17.48435203,9.220371578,19.16535034,128.0161433,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,L-ascorbic_acid,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,18.54134768,8.780683819,8.058872104,17.99997488,14.61558237,18.12531746,136.5517014,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,stearic_acid,CCCCCCCCCCCCCCCCCC(=O)O,18.54134768,8.780683819,8.058872104,15.9679568,3.264248951,9.628027264,59.38266405,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,(R)-(+)-Limonene,CC1=CC[C@@H](CC1)C(=C)C,18.54134768,8.780683819,8.058872104,17.04413445,2.860487845,2.641368182,73.36465898,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,meglumine,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,18.54134768,8.780683819,8.058872104,17.51857549,18.50488788,17.97640554,197.101866,0
