drug_name,drug_smi,drug_δd_HSPiP,drug_δp_HSPiP,drug_δh_HSPiP,excp_name,excp_smi,excp_δd_HSPiP,excp_δp_HSPiP,excp_δh_HSPiP,HSP distance,CLASS
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,octyl_gallate,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,18.28,6.7,5.16,6.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,DL-malic_acid,C(C(C(=O)O)O)C(=O)O,17.74,12.57,26.01,20.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,adipic_acid,C(CCC(=O)O)CC(=O)O,16.98,8.47,17.7,13.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,Triazabicyclodecene,C1CNC2=NCCCN2C1,18.2,11.97,6.46,6.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,DBU,C1CCC2=NCCCN2CC1,17.68,6.35,4.12,7.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,L-asparagine,C([C@@H](C(=O)O)N)C(=O)N,17.97,15.84,21.72,17.7,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,20.27,19.97,12.26,12.2,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,"3,3'-thiodipropionic_acid",C(CSCCC(=O)O)C(=O)O,17.99,9.33,17.18,12.3,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,19.72,15.42,10.5,7.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,borneol,C[C@]12CC[C@H](C1(C)C)C[C@H]2O,16.9,3.65,7.31,10.2,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,cinnamaldehyde,C1=CC=C(C=C1)/C=C/C=O,18.72,6.69,5.42,5.6,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,aspartame,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,18.51,10.27,12.2,7.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,squalene,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,16.95,0.86,3.12,12.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,benzaldehyde,C1=CC=C(C=C1)C=O,18.88,7.99,6.22,4.7,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,cholic_acid,C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](O)C[C@H]3[C@H]2[C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)CCC(O)=O,17.59,5.89,9.8,8.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,glycocholic_acid,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,18.16,9.57,9.65,6.7,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,sucrose_octaacetate,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,17.14,4.13,8.9,9.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,trans_anethole,C/C=C/C1=CC=C(C=C1)OC,18.44,4.47,5.05,7.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,20.69,6.49,6.83,2.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,terpinyl_butyrate,CCCC(=O)OC(C)(C)[C@@H]1CCC(=CC1)C,16.54,2.18,3.61,12.0,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,19.17,10.13,9.2,4.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,candesartan_cilexetil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,20.92,7.6,2.74,4.2,1
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,neohesperidin_DC,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,19.52,8.77,8.38,3.7,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,ursodiol,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,17.67,4.96,8.41,8.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,20.62,6.6,9.97,4.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,eucalyptol,CC1(C2CCC(O1)(CC2)C)C,16.65,2.78,2.46,11.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,beta_carotene,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,17.74,0.83,1.9,11.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,menthol,CC1CCC(C(C1)O)C(C)C,16.45,3.51,6.91,11.0,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,alpha-terpineol,CC1=CCC(CC1)C(C)(C)O,17.03,3.58,7.66,10.1,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,fenchyl_alcohol,CC1(C2CCC(C2)(C1O)C)C,16.9,3.65,7.31,10.2,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,biotin,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,18.61,12.54,11.01,7.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,xylitol,C([C@H](C([C@H](CO)O)O)O)O,17.65,11.5,28.94,23.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,trans-cinnamic_acid,C1=CC=C(C=C1)/C=C/C(=O)O,18.96,5.39,11.32,7.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,tyramine,C1=CC(=CC=C1CCN)O,19.15,6.66,12.88,7.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,fumaric_acid,C(=C/C(=O)O)\C(=O)O,18.16,10.78,23.02,17.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,vanillin,COC1=C(C=CC(=C1)C=O)O,19.55,10.69,12.52,6.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,21.51,20.55,10.01,11.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,allantoin,C1(C(=O)NC(=O)N1)NC(=O)N,20.22,27.11,20.72,22.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,vitamin_A_palmitate,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,16.79,0.96,1.98,12.9,1
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,dibutyl_phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,17.57,6.7,3.28,8.3,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,trometamol,C(C(CO)(CO)N)O,18.86,11.79,26.42,20.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,benzoyl_peroxide,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,18.94,7.83,4.33,5.2,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,triethyl_citrate,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,16.76,5.98,10.08,10.0,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,triacetin,CC(=O)OCC(COC(=O)C)OC(=O)C,16.84,5.82,8.67,9.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,glycerol,C(C(CO)O)O,18.33,12.69,27.83,22.2,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,propylene_glycol,CC(CO)O,17.27,10.18,22.11,17.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,20.79,11.36,4.74,2.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,L-proline,C1C[C@H](NC1)C(=O)O,17.81,8.71,14.5,10.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,L-lysine,C(CCN)C[C@@H](C(=O)O)N,16.77,7.19,14.28,11.8,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,L-ascorbic_acid,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,20.31,14.23,25.82,19.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,stearic_acid,CCCCCCCCCCCCCCCCCC(=O)O,16.19,2.76,5.24,11.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,(R)-(+)-Limonene,CC1=CC[C@@H](CC1)C(=C)C,16.67,1.92,3.19,12.1,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,meglumine,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,17.35,10.29,24.42,19.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,21.49,26.03,14.41,18.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,ketoprofen,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O,19.46,6.08,7.35,4.7,1
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,17.34,11.22,29.88,24.6,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,D-sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,17.34,11.22,29.88,24.6,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,20.99,14.79,10.92,7.0,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,20.71,16.41,12.59,9.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,certirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,19.36,4.83,8.02,5.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,budesonide,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,18.56,8.1,5.91,5.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,emtricitabine,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,18.4,11.05,11.14,7.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,19.82,5.76,7.36,4.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,captan,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,20.2,6.01,3.8,4.7,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,neotame,CC(C)(C)CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,17.51,7.55,8.49,7.7,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,21.13,17.86,12.48,10.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,18.03,6.73,0.1,9.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,20.33,12.11,6.97,3.3,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,prednisone,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,19.72,11.17,7.48,3.5,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,18.33,6.57,5.34,6.4,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,19.74,11.6,8.68,4.2,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,tenofovir_alafenamide,C[C@H](CN1C=NC2=C1N=CN=C2N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3,19.77,13.11,7.98,4.9,0
Rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,21.15,9.27,6.6,carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,20.92,8.06,4.47,2.5,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,19.56,12.51,8.5,7.7,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,succinic_acid,C(CC(=O)O)C(=O)O,17.31,10.61,21.83,19.4,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,octyl_gallate,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,18.28,6.7,5.16,4.5,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,DL-malic_acid,C(C(C(=O)O)O)C(=O)O,17.74,12.57,26.01,23.5,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,adipic_acid,C(CCC(=O)O)CC(=O)O,16.98,8.47,17.7,15.5,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,Triazabicyclodecene,C1CNC2=NCCCN2C1,18.2,11.97,6.46,7.5,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,DBU,C1CCC2=NCCCN2CC1,17.68,6.35,4.12,5.6,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,L-asparagine,C([C@@H](C(=O)O)N)C(=O)N,17.97,15.84,21.72,20.6,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,20.27,19.97,12.26,15.8,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,"3,3'-thiodipropionic_acid",C(CSCCC(=O)O)C(=O)O,17.99,9.33,17.18,14.4,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,19.72,15.42,10.5,11.1,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,borneol,C[C@]12CC[C@H](C1(C)C)C[C@H]2O,16.9,3.65,7.31,8.4,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,cinnamaldehyde,C1=CC=C(C=C1)/C=C/C=O,18.72,6.69,5.42,3.8,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,aspartame,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,18.51,10.27,12.2,9.8,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,squalene,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,16.95,0.86,3.12,9.1,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,benzaldehyde,C1=CC=C(C=C1)C=O,18.88,7.99,6.22,4.1,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,cholic_acid,C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](O)C[C@H]3[C@H]2[C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)CCC(O)=O,17.59,5.89,9.8,8.2,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,glycocholic_acid,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,18.16,9.57,9.65,7.9,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,sucrose_octaacetate,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,17.14,4.13,8.9,8.6,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,trans_anethole,C/C=C/C1=CC=C(C=C1)OC,18.44,4.47,5.05,4.7,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,20.69,6.49,6.83,2.9,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,terpinyl_butyrate,CCCC(=O)OC(C)(C)[C@@H]1CCC(=CC1)C,16.54,2.18,3.61,9.0,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,19.17,10.13,9.2,6.8,0
Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,20.47,6.55,3.99,candesartan_cilexetil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,20.92,7.6,2.74,1.9,0
